Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
D,Mario Ferraro (14426496),Mario Ferraro,14426496,D/UTIL,2700,COL@SJ 03/08/2020 10:00PM ET,SJ,4.03
D,Mark Barberio (14426498),Mark Barberio,14426498,D/UTIL,2700,COL@SJ 03/08/2020 10:00PM ET,COL,4.27
D,Nikita Zadorov (14426500),Nikita Zadorov,14426500,D/UTIL,2700,COL@SJ 03/08/2020 10:00PM ET,COL,4.39
LW,Darren Helm (14426150),Darren Helm,14426150,W/UTIL,2600,TB@DET 03/08/2020 05:00PM ET,DET,4.51
C,Tomas Nosek (14425902),Tomas Nosek,14425902,C/UTIL,2600,VGK@CGY 03/08/2020 07:00PM ET,VGK,4.35
D,Deryk Engelland (14426506),Deryk Engelland,14426506,D/UTIL,2600,VGK@CGY 03/08/2020 07:00PM ET,VGK,5.67
LW,Troy Terry (14426152),Troy Terry,14426152,W/UTIL,2600,MIN@ANH 03/08/2020 09:00PM ET,ANH,4.6
D,Jacob Larsson (14426502),Jacob Larsson,14426502,D/UTIL,2600,MIN@ANH 03/08/2020 09:00PM ET,ANH,4.09
D,Greg Pateryn (14426504),Greg Pateryn,14426504,D/UTIL,2600,MIN@ANH 03/08/2020 09:00PM ET,MIN,5.00
D,Erik Gudbranson (14426508),Erik Gudbranson,14426508,D/UTIL,2600,MIN@ANH 03/08/2020 09:00PM ET,ANH,5.56
C,Devin Shore (14425900),Devin Shore,14425900,C/UTIL,2600,CLS@VAN 03/08/2020 10:00PM ET,CLS,4
RW,Loui Eriksson (14426148),Loui Eriksson,14426148,W/UTIL,2600,CLS@VAN 03/08/2020 10:00PM ET,VAN,4.01
C,Joel Kellman (14425898),Joel Kellman,14425898,C/UTIL,2600,COL@SJ 03/08/2020 10:00PM ET,SJ,3.87
C,Mitchell Stephens (14425906),Mitchell Stephens,14425906,C/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,TB,3.11
C,Frans Nielsen (14425916),Frans Nielsen,14425916,C/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,DET,4.07
C,Alex Barre-Boulet (14425974),Alex Barre-Boulet,14425974,C/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,TB,0
C,Dominic Turgeon (14425976),Dominic Turgeon,14425976,C/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,DET,0
C,Kyle Brodziak (14425978),Kyle Brodziak,14425978,C/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,DET,0
C,Joseph Veleno (14425980),Joseph Veleno,14425980,C/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,DET,0
RW,Brendan Perlini (14426176),Brendan Perlini,14426176,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,DET,2.78
LW,Pat Maroon (14426210),Pat Maroon,14426210,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,TB,4.48
LW,Dmytro Timashov (14426212),Dmytro Timashov,14426212,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,DET,3.07
LW,Carter Verhaeghe (14426232),Carter Verhaeghe,14426232,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,TB,3.86
RW,Justin Abdelkader (14426234),Justin Abdelkader,14426234,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,DET,2.39
LW,Christoffer Ehn (14426236),Christoffer Ehn,14426236,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,DET,1.78
RW,Adam Erne (14426242),Adam Erne,14426242,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,DET,2.95
RW,Mathieu Joseph (14426318),Mathieu Joseph,14426318,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,TB,3.15
RW,Cory Conacher (14426320),Cory Conacher,14426320,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,TB,3.45
RW,Luke Witkowski (14426322),Luke Witkowski,14426322,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,TB,3.12
RW,Alexander Volkov (14426324),Alexander Volkov,14426324,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,TB,2.01
LW,Dennis Yan (14426326),Dennis Yan,14426326,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,TB,0
RW,Taylor Raddysh (14426328),Taylor Raddysh,14426328,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,TB,0
LW,Taro Hirose (14426330),Taro Hirose,14426330,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,DET,3.74
LW,Givani Smith (14426332),Givani Smith,14426332,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,DET,2.80
RW,Evgeny Svechnikov (14426334),Evgeny Svechnikov,14426334,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,DET,2.95
RW,Michael Rasmussen (14426336),Michael Rasmussen,14426336,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,DET,0
LW,Matt Puempel (14426338),Matt Puempel,14426338,W/UTIL,2500,TB@DET 03/08/2020 05:00PM ET,DET,0
